time,P,
20130525:0500,0,
20130525:0600,0,
20130525:0700,0,
20130525:0800,0,
20130525:0900,0,
20130525:1000,0,
20130525:1100,43.48,
20130525:1200,134.61,
20130525:1300,273.5,
20130525:1400,423.88,
20130525:1500,440.17,
20130525:1600,559.48,
20130525:1700,733.63,
20130525:1800,718.11,
20130525:1900,220.48,
20130525:2000,537.56,
20130525:2100,278.3,
20130525:2200,122.45,
20130525:2300,0,
20130526:0000,0,
20130526:0100,0,
20130526:0200,0,
20130526:0300,0,
20130526:0400,0,
20130526:0500,0,
20130526:0600,0,
20130526:0700,0,
20130526:0800,0,
20130526:0900,0,
20130526:1000,0,
20130526:1100,36.76,
20130526:1200,141.78,
20130526:1300,280.21,
20130526:1400,461.69,
20130526:1500,558.78,
20130526:1600,584.19,
20130526:1700,621.28,
20130526:1800,365.16,
20130526:1900,294.82,
20130526:2000,265.72,
20130526:2100,293.8,
20130526:2200,124.16,
20130526:2300,0,
20130527:0000,0,
20130527:0100,0,
20130527:0200,0,
20130527:0300,0,
20130527:0400,0,
20130527:0500,0,
20130527:0600,0,
20130527:0700,0,
20130527:0800,0,
20130527:0900,0,
20130527:1000,0,
20130527:1100,12.92,
20130527:1200,144.52,
20130527:1300,237.91,
20130527:1400,377.37,
20130527:1500,426.23,
20130527:1600,307.65,
20130527:1700,620.47,
20130527:1800,545.33,
20130527:1900,453.16,
20130527:2000,424.76,
20130527:2100,236.74,
20130527:2200,84.96,
20130527:2300,0,
20130528:0000,0,
20130528:0100,0,
20130528:0200,0,
20130528:0300,0,
20130528:0400,0,
20130528:0500,0,
20130528:0600,0,
20130528:0700,0,
20130528:0800,0,
20130528:0900,0,
20130528:1000,0,
20130528:1100,7.15,
20130528:1200,106.18,
20130528:1300,266.91,
20130528:1400,327.75,
20130528:1500,494.85,
20130528:1600,499.85,
20130528:1700,512.28,
20130528:1800,590.65,
20130528:1900,384.88,
20130528:2000,346.22,
20130528:2100,279.28,
20130528:2200,89.77,
20130528:2300,0,
20130529:0000,0,
20130529:0100,0,
20130529:0200,0,
20130529:0300,0,
20130529:0400,0,
20130529:0500,0,
20130529:0600,0,
20130529:0700,0,
20130529:0800,0,
20130529:0900,0,
20130529:1000,0,
20130529:1100,43.74,
20130529:1200,109.65,
20130529:1300,180.27,
20130529:1400,287.59,
20130529:1500,387.91,
20130529:1600,440.45,
20130529:1700,463,
20130529:1800,540.64,
20130529:1900,314.64,
20130529:2000,9.08,
20130529:2100,105.82,
20130529:2200,104.26,
20130529:2300,0,
20130530:0000,0,
20130530:0100,0,
20130530:0200,0,
20130530:0300,0,
20130530:0400,0,
20130530:0500,0,
20130530:0600,0,
20130530:0700,0,
20130530:0800,0,
20130530:0900,0,
20130530:1000,0,
20130530:1100,36.8,
20130530:1200,140.88,
20130530:1300,278.14,
20130530:1400,403.86,
20130530:1500,451.67,
20130530:1600,452.08,
20130530:1700,412.96,
20130530:1800,523.03,
20130530:1900,557.56,
20130530:2000,454.48,
20130530:2100,293.13,
20130530:2200,98.99,
20130530:2300,0,
20130531:0000,0,
20130531:0100,0,
20130531:0200,0,
20130531:0300,0,
20130531:0400,0,
20130531:0500,0,
20130531:0600,0,
20130531:0700,0,
20130531:0800,0,
20130531:0900,0,
20130531:1000,0,
20130531:1100,13.59,
20130531:1200,143.08,
20130531:1300,268.24,
20130531:1400,418.58,
20130531:1500,470.54,
20130531:1600,463.11,
20130531:1700,573.73,
20130531:1800,426.26,
20130531:1900,166.87,
20130531:2000,39.52,
20130531:2100,165.35,
20130531:2200,84.18,
20130531:2300,0,
20130601:0000,0,
20130601:0100,0,
20130601:0200,0,
20130601:0300,0,
20130601:0400,0,
20130601:0500,0,
20130601:0600,0,
20130601:0700,0,
20130601:0800,0,
20130601:0900,0,
20130601:1000,0,
20130601:1100,38.34,
20130601:1200,118.26,
20130601:1300,182.35,
20130601:1400,402.74,
20130601:1500,396.43,
20130601:1600,484.2,
20130601:1700,733.97,
20130601:1800,509.05,
20130601:1900,651.89,
20130601:2000,531.02,
20130601:2100,351.78,
20130601:2200,122.72,
20130601:2300,0,
20130602:0000,0,
20130602:0100,0,
20130602:0200,0,
20130602:0300,0,
20130602:0400,0,
20130602:0500,0,
20130602:0600,0,
20130602:0700,0,
20130602:0800,0,
20130602:0900,0,
20130602:1000,0,
20130602:1100,38.99,
20130602:1200,119.02,
20130602:1300,277.6,
20130602:1400,484.47,
20130602:1500,462.19,
20130602:1600,695.91,
20130602:1700,727.91,
20130602:1800,363.71,
20130602:1900,416.92,
20130602:2000,213.54,
20130602:2100,346.27,
20130602:2200,119.12,
20130602:2300,0,
20130603:0000,0,
20130603:0100,0,
20130603:0200,0,
20130603:0300,0,
20130603:0400,0,
20130603:0500,0,
20130603:0600,0,
20130603:0700,0,
20130603:0800,0,
20130603:0900,0,
20130603:1000,0,
20130603:1100,43.8,
20130603:1200,9.16,
20130603:1300,197.85,
20130603:1400,438.55,
20130603:1500,559.47,
20130603:1600,640.43,
20130603:1700,555.73,
20130603:1800,540.16,
20130603:1900,390.68,
20130603:2000,198.61,
20130603:2100,267.8,
20130603:2200,77.8,
20130603:2300,0,
20130604:0000,0,
20130604:0100,0,
20130604:0200,0,
20130604:0300,0,
20130604:0400,0,
20130604:0500,0,
20130604:0600,0,
20130604:0700,0,
20130604:0800,0,
20130604:0900,0,
20130604:1000,0,
20130604:1100,39.81,
20130604:1200,118.45,
20130604:1300,306.69,
20130604:1400,474.36,
20130604:1500,598.45,
20130604:1600,683.21,
20130604:1700,601.78,
20130604:1800,364.9,
20130604:1900,177.79,
20130604:2000,349.3,
20130604:2100,154.82,
20130604:2200,25.13,
20130604:2300,0,
20130605:0000,0,
20130605:0100,0,
20130605:0200,0,
20130605:0300,0,
20130605:0400,0,
20130605:0500,0,
20130605:0600,0,
20130605:0700,0,
20130605:0800,0,
20130605:0900,0,
20130605:1000,0,
20130605:1100,41.41,
20130605:1200,128.87,
20130605:1300,296.43,
20130605:1400,378.5,
20130605:1500,472.37,
20130605:1600,521.53,
20130605:1700,719.75,
20130605:1800,416.96,
20130605:1900,640.03,
20130605:2000,432.81,
20130605:2100,293.02,
20130605:2200,102.41,
20130605:2300,0,
20130606:0000,0,
20130606:0100,0,
20130606:0200,0,
20130606:0300,0,
20130606:0400,0,
20130606:0500,0,
20130606:0600,0,
20130606:0700,0,
20130606:0800,0,
20130606:0900,0,
20130606:1000,0,
20130606:1100,44.38,
20130606:1200,134.85,
20130606:1300,287.74,
20130606:1400,433.37,
20130606:1500,476.64,
20130606:1600,508.49,
20130606:1700,513.13,
20130606:1800,426.41,
20130606:1900,360.07,
20130606:2000,385.44,
20130606:2100,138.17,
20130606:2200,26.95,
20130606:2300,0,
20130607:0000,0,
20130607:0100,0,
20130607:0200,0,
20130607:0300,0,
20130607:0400,0,
20130607:0500,0,
20130607:0600,0,
20130607:0700,0,
20130607:0800,0,
20130607:0900,0,
20130607:1000,0,
20130607:1100,43.42,
20130607:1200,134.4,
20130607:1300,212.88,
20130607:1400,338.73,
20130607:1500,410.79,
20130607:1600,574.86,
20130607:1700,597.39,
20130607:1800,496.56,
20130607:1900,526.13,
20130607:2000,351.81,
20130607:2100,272.43,
20130607:2200,79.33,
20130607:2300,0,
20130608:0000,0,
20130608:0100,0,
20130608:0200,0,
20130608:0300,0,
20130608:0400,0,
20130608:0500,0,
20130608:0600,0,
20130608:0700,0,
20130608:0800,0,
20130608:0900,0,
20130608:1000,0,
20130608:1100,14.15,
20130608:1200,138.2,
20130608:1300,98.45,
20130608:1400,266.89,
20130608:1500,184.13,
20130608:1600,175.45,
20130608:1700,513.74,
20130608:1800,455.33,
20130608:1900,224.19,
20130608:2000,255.89,
20130608:2100,259.23,
20130608:2200,98.26,
20130608:2300,0,
20130609:0000,0,
20130609:0100,0,
20130609:0200,0,
20130609:0300,0,
20130609:0400,0,
20130609:0500,0,
20130609:0600,0,
20130609:0700,0,
20130609:0800,0,
20130609:0900,0,
20130609:1000,0,
20130609:1100,44.43,
20130609:1200,135.8,
20130609:1300,246.13,
20130609:1400,279.93,
20130609:1500,421.46,
20130609:1600,576.01,
20130609:1700,648.43,
20130609:1800,574.36,
20130609:1900,525.95,
20130609:2000,458.34,
20130609:2100,320.78,
20130609:2200,58.96,
20130609:2300,0,
20130610:0000,0,
20130610:0100,0,
20130610:0200,0,
20130610:0300,0,
20130610:0400,0,
20130610:0500,0,
20130610:0600,0,
20130610:0700,0,
20130610:0800,0,
20130610:0900,0,
20130610:1000,0,
20130610:1100,34.4,
20130610:1200,134.69,
20130610:1300,257.32,
20130610:1400,359.83,
20130610:1500,475.08,
20130610:1600,407.53,
20130610:1700,545.76,
20130610:1800,406.92,
20130610:1900,466.72,
20130610:2000,9.11,
20130610:2100,91.39,
20130610:2200,21.64,
20130610:2300,0,
20130611:0000,0,
20130611:0100,0,
20130611:0200,0,
20130611:0300,0,
20130611:0400,0,
20130611:0500,0,
20130611:0600,0,
20130611:0700,0,
20130611:0800,0,
20130611:0900,0,
20130611:1000,0,
20130611:1100,45.17,
20130611:1200,122.61,
20130611:1300,250.92,
20130611:1400,468.15,
20130611:1500,403.06,
20130611:1600,676.93,
20130611:1700,162.29,
20130611:1800,455,
20130611:1900,398.21,
20130611:2000,507.6,
20130611:2100,328.98,
20130611:2200,103.12,
20130611:2300,0,
20130612:0000,0,
20130612:0100,0,
20130612:0200,0,
20130612:0300,0,
20130612:0400,0,
20130612:0500,0,
20130612:0600,0,
20130612:0700,0,
20130612:0800,0,
20130612:0900,0,
20130612:1000,0,
20130612:1100,41.33,
20130612:1200,128.71,
20130612:1300,287.51,
20130612:1400,129.51,
20130612:1500,527.02,
20130612:1600,596.73,
20130612:1700,625.41,
20130612:1800,695.16,
20130612:1900,629.1,
20130612:2000,507.94,
20130612:2100,329.09,
20130612:2200,102.38,
20130612:2300,0,
20130613:0000,0,
20130613:0100,0,
20130613:0200,0,
20130613:0300,0,
20130613:0400,0,
20130613:0500,0,
20130613:0600,0,
20130613:0700,0,
20130613:0800,0,
20130613:0900,0,
20130613:1000,0,
20130613:1100,42.69,
20130613:1200,128.46,
20130613:1300,192.03,
20130613:1400,334.62,
20130613:1500,289.35,
20130613:1600,470.47,
20130613:1700,409.49,
20130613:1800,476.39,
20130613:1900,440.63,
20130613:2000,332.84,
20130613:2100,328.76,
20130613:2200,101.56,
20130613:2300,0,
20130614:0000,0,
20130614:0100,0,
20130614:0200,0,
20130614:0300,0,
20130614:0400,0,
20130614:0500,0,
20130614:0600,0,
20130614:0700,0,
20130614:0800,0,
20130614:0900,0,
20130614:1000,0,
20130614:1100,8.94,
20130614:1200,75.24,
20130614:1300,142.9,
20130614:1400,264.84,
20130614:1500,288.55,
20130614:1600,669,
20130614:1700,555.09,
20130614:1800,387.48,
20130614:1900,161.29,
20130614:2000,456.32,
20130614:2100,95.9,
20130614:2200,6.59,
20130614:2300,0,
20130615:0000,0,
20130615:0100,0,
20130615:0200,0,
20130615:0300,0,
20130615:0400,0,
20130615:0500,0,
20130615:0600,0,
20130615:0700,0,
20130615:0800,0,
20130615:0900,0,
20130615:1000,0,
20130615:1100,29.28,
20130615:1200,93.79,
20130615:1300,168.41,
20130615:1400,27.26,
20130615:1500,347.85,
20130615:1600,418,
20130615:1700,271.96,
20130615:1800,485.51,
20130615:1900,626.38,
20130615:2000,276.5,
20130615:2100,328.29,
20130615:2200,101.82,
20130615:2300,0,
20130616:0000,0,
20130616:0100,0,
20130616:0200,0,
20130616:0300,0,
20130616:0400,0,
20130616:0500,0,
20130616:0600,0,
20130616:0700,0,
20130616:0800,0,
20130616:0900,0,
20130616:1000,0,
20130616:1100,46.2,
20130616:1200,123.52,
20130616:1300,306.6,
20130616:1400,140.36,
20130616:1500,506.27,
20130616:1600,691.65,
20130616:1700,722.31,
20130616:1800,700.92,
20130616:1900,633.35,
20130616:2000,511.07,
20130616:2100,102.61,
20130616:2200,16.94,
20130616:2300,0,
20130617:0000,0,
20130617:0100,0,
20130617:0200,0,
20130617:0300,0,
20130617:0400,0,
20130617:0500,0,
20130617:0600,0,
20130617:0700,0,
20130617:0800,0,
20130617:0900,0,
20130617:1000,0,
20130617:1100,45.04,
20130617:1200,3.72,
20130617:1300,93.49,
20130617:1400,156.36,
20130617:1500,392.65,
20130617:1600,506.41,
20130617:1700,331.68,
20130617:1800,700.46,
20130617:1900,632.51,
20130617:2000,508.74,
20130617:2100,329.54,
20130617:2200,103.43,
20130617:2300,0,
20130618:0000,0,
20130618:0100,0,
20130618:0200,0,
20130618:0300,0,
20130618:0400,0,
20130618:0500,0,
20130618:0600,0,
20130618:0700,0,
20130618:0800,0,
20130618:0900,0,
20130618:1000,0,
20130618:1100,36.57,
20130618:1200,95.65,
20130618:1300,199.82,
20130618:1400,197.56,
20130618:1500,206.26,
20130618:1600,501.5,
20130618:1700,125.24,
20130618:1800,686.95,
20130618:1900,478.67,
20130618:2000,237.63,
20130618:2100,65,
20130618:2200,106.18,
20130618:2300,0,
20130619:0000,0,
20130619:0100,0,
20130619:0200,0,
20130619:0300,0,
20130619:0400,0,
20130619:0500,0,
20130619:0600,0,
20130619:0700,0,
20130619:0800,0,
20130619:0900,0,
20130619:1000,0,
20130619:1100,44.29,
20130619:1200,119.56,
20130619:1300,297.31,
20130619:1400,461.31,
20130619:1500,584.27,
20130619:1600,665.99,
20130619:1700,701.28,
20130619:1800,686.86,
20130619:1900,622.07,
20130619:2000,502.67,
20130619:2100,2.59,
20130619:2200,106.33,
20130619:2300,0,
20130620:0000,0,
20130620:0100,0,
20130620:0200,0,
20130620:0300,0,
20130620:0400,0,
20130620:0500,0,
20130620:0600,0,
20130620:0700,0,
20130620:0800,0,
20130620:0900,0,
20130620:1000,0,
20130620:1100,5.9,
20130620:1200,110.39,
20130620:1300,221.61,
20130620:1400,470.63,
20130620:1500,602.72,
20130620:1600,553.23,
20130620:1700,206.16,
20130620:1800,384.41,
20130620:1900,515.26,
20130620:2000,354.37,
20130620:2100,210.75,
20130620:2200,26.96,
20130620:2300,0,
20130621:0000,0,
20130621:0100,0,
20130621:0200,0,
20130621:0300,0,
20130621:0400,0,
20130621:0500,0,
20130621:0600,0,
20130621:0700,0,
20130621:0800,0,
20130621:0900,0,
20130621:1000,0,
20130621:1100,44.26,
20130621:1200,64.67,
20130621:1300,260.96,
20130621:1400,467.94,
20130621:1500,533.85,
20130621:1600,677.71,
20130621:1700,710.04,
20130621:1800,691.65,
20130621:1900,628.09,
20130621:2000,510.37,
20130621:2100,335.29,
20130621:2200,109.6,
20130621:2300,0,
20130622:0000,0,
20130622:0100,0,
20130622:0200,0,
20130622:0300,0,
20130622:0400,0,
20130622:0500,0,
20130622:0600,0,
20130622:0700,0,
20130622:0800,0,
20130622:0900,0,
20130622:1000,0,
20130622:1100,43.45,
20130622:1200,118.05,
20130622:1300,297.68,
20130622:1400,464.42,
20130622:1500,450.91,
20130622:1600,487.78,
20130622:1700,500.86,
20130622:1800,446.67,
20130622:1900,454.89,
20130622:2000,509.74,
20130622:2100,336.04,
20130622:2200,111.66,
20130622:2300,0,
20130623:0000,0,
20130623:0100,0,
20130623:0200,0,
20130623:0300,0,
20130623:0400,0,
20130623:0500,0,
20130623:0600,0,
20130623:0700,0,
20130623:0800,0,
20130623:0900,0,
20130623:1000,0,
20130623:1100,27.57,
20130623:1200,129.14,
20130623:1300,197.19,
20130623:1400,120.2,
20130623:1500,335.17,
20130623:1600,682.99,
20130623:1700,721.7,
20130623:1800,709.53,
20130623:1900,394.27,
20130623:2000,120.04,
20130623:2100,343.32,
20130623:2200,114.45,
20130623:2300,0,
20130624:0000,0,
20130624:0100,0,
20130624:0200,0,
20130624:0300,0,
20130624:0400,0,
20130624:0500,0,
20130624:0600,0,
20130624:0700,0,
20130624:0800,0,
20130624:0900,0,
20130624:1000,0,
20130624:1100,39.72,
20130624:1200,116.3,
20130624:1300,222.13,
20130624:1400,405.7,
20130624:1500,389.61,
20130624:1600,549.04,
20130624:1700,488.94,
20130624:1800,246.1,
20130624:1900,93.36,
20130624:2000,412.73,
20130624:2100,335.86,
20130624:2200,111.16,
20130624:2300,0,
20130625:0000,0,
20130625:0100,0,
20130625:0200,0,
20130625:0300,0,
20130625:0400,0,
20130625:0500,0,
20130625:0600,0,
20130625:0700,0,
20130625:0800,0,
20130625:0900,0,
20130625:1000,0,
20130625:1100,16.87,
20130625:1200,119.98,
20130625:1300,218.1,
20130625:1400,291.22,
20130625:1500,378.31,
20130625:1600,555.14,
20130625:1700,592.08,
20130625:1800,526.29,
20130625:1900,621.28,
20130625:2000,404.09,
20130625:2100,121.42,
20130625:2200,111.83,
20130625:2300,0,
20130626:0000,0,
20130626:0100,0,
20130626:0200,0,
20130626:0300,0,
20130626:0400,0,
20130626:0500,0,
20130626:0600,0,
20130626:0700,0,
20130626:0800,0,
20130626:0900,0,
20130626:1000,0,
20130626:1100,28.36,
20130626:1200,121.42,
20130626:1300,262.93,
20130626:1400,456.35,
20130626:1500,484.19,
20130626:1600,485.98,
20130626:1700,697.73,
20130626:1800,682.61,
20130626:1900,619.44,
20130626:2000,504.09,
20130626:2100,332.57,
20130626:2200,111.5,
20130626:2300,0,
20130627:0000,0,
20130627:0100,0,
20130627:0200,0,
20130627:0300,0,
20130627:0400,0,
20130627:0500,0,
20130627:0600,0,
20130627:0700,0,
20130627:0800,0,
20130627:0900,0,
20130627:1000,0,
20130627:1100,41.61,
20130627:1200,96.93,
20130627:1300,230.88,
20130627:1400,297.82,
20130627:1500,583.03,
20130627:1600,498,
20130627:1700,697.96,
20130627:1800,407.53,
20130627:1900,511.66,
20130627:2000,505.66,
20130627:2100,335,
20130627:2200,114.39,
20130627:2300,0,
20130628:0000,0,
20130628:0100,0,
20130628:0200,0,
20130628:0300,0,
20130628:0400,0,
20130628:0500,0,
20130628:0600,0,
20130628:0700,0,
20130628:0800,0,
20130628:0900,0,
20130628:1000,0,
20130628:1100,38.63,
20130628:1200,99.34,
20130628:1300,220.58,
20130628:1400,357.96,
20130628:1500,501.62,
20130628:1600,674.59,
20130628:1700,570.88,
20130628:1800,545.51,
20130628:1900,636.46,
20130628:2000,379.17,
20130628:2100,193.59,
20130628:2200,118.18,
20130628:2300,0,
20130629:0000,0,
20130629:0100,0,
20130629:0200,0,
20130629:0300,0,
20130629:0400,0,
20130629:0500,0,
20130629:0600,0,
20130629:0700,0,
20130629:0800,0,
20130629:0900,0,
20130629:1000,0,
20130629:1100,38.25,
20130629:1200,128.91,
20130629:1300,284.03,
20130629:1400,376.49,
20130629:1500,495.57,
20130629:1600,532.87,
20130629:1700,478.96,
20130629:1800,431.29,
20130629:1900,360.79,
20130629:2000,508.22,
20130629:2100,142.33,
20130629:2200,117.41,
20130629:2300,0,
20130630:0000,0,
20130630:0100,0,
20130630:0200,0,
20130630:0300,0,
20130630:0400,0,
20130630:0500,0,
20130630:0600,0,
20130630:0700,0,
20130630:0800,0,
20130630:0900,0,
20130630:1000,0,
20130630:1100,1.2,
20130630:1200,112.61,
20130630:1300,145.03,
20130630:1400,156.77,
20130630:1500,477.43,
20130630:1600,663.61,
20130630:1700,364.4,
20130630:1800,500.19,
20130630:1900,422,
20130630:2000,63.58,
20130630:2100,32.88,
20130630:2200,14.29,
20130630:2300,0,
20130701:0000,0,
20130701:0100,0,
20130701:0200,0,
20130701:0300,0,
20130701:0400,0,
20130701:0500,0,
20130701:0600,0,
20130701:0700,0,
20130701:0800,0,
20130701:0900,0,
20130701:1000,0,
20130701:1100,30.53,
20130701:1200,105.03,
20130701:1300,239.36,
20130701:1400,368.52,
20130701:1500,596.43,
20130701:1600,679.93,
20130701:1700,714.91,
20130701:1800,284.56,
20130701:1900,496.41,
20130701:2000,313.12,
20130701:2100,197.33,
20130701:2200,120.38,
20130701:2300,0,
20130702:0000,0,
20130702:0100,0,
20130702:0200,0,
20130702:0300,0,
20130702:0400,0,
20130702:0500,0,
20130702:0600,0,
20130702:0700,0,
20130702:0800,0,
20130702:0900,0,
20130702:1000,0,
20130702:1100,40.24,
20130702:1200,110.05,
20130702:1300,290.13,
20130702:1400,458.67,
20130702:1500,586.07,
20130702:1600,669.05,
20130702:1700,704.64,
20130702:1800,691.01,
20130702:1900,633.15,
20130702:2000,519.9,
20130702:2100,348.22,
20130702:2200,124.53,
20130702:2300,0,
20130703:0000,0,
20130703:0100,0,
20130703:0200,0,
20130703:0300,0,
20130703:0400,0,
20130703:0500,0,
20130703:0600,0,
20130703:0700,0,
20130703:0800,0,
20130703:0900,0,
